chrom	start	end	avg_depth_from_bam_files	recombination_rate_50site_minimum	recombination_rate_200site_minimum	U20_bel_popA	U50_bel_popA	Q95_bel_popA	informative_sites_bel_popA	U20_bel_popB	U50_bel_popB	Q95_bel_popB	informative_sites_bel_popB	mid_position	sites_summ_stats	pi_belem	pi_tapajos	pi_xingu	dxy_tapajos_belem	dxy_xingu_belem	dxy_tapajos_xingu	Fst_tapajos_belem	Fst_xingu_belem	Fst_tapajos_xingu	Tapajos_enrichment	Xingu_enrichment	Belem_enrichment	Tapajos_RTH	Xingu_RTH	Xingu_RTH_inverse	Belem_RTH	Belem_RTH_inverse	Xingu_Belem_RTH	Tapajos_Xingu_RTH	Tapajos_Xingu_RTH_inverse	TMRCAH_Xin_Bel	TMRCAH_Tap_Xin	Tapajos_Xingu_JCR	row_id
Chromosome_2_RagTag	80650000	80660000	14.07818182	1.52e-9	1.52e-9	0	0	0	0	0	0	0	0	80655000	255	0.0651	0.1153	0.1619	0.2323	0.1575	0.1735	0.4469	0.1559	0.1103	5.605	3.186	7.089	1.012	0.663	1.508295626	0.285	3.50877193	0.345	1.075	0.930232558	50889.006	131479.152	0.387050002	40247
Chromosome_2_RagTag	97340000	97350000	14.23727273	1.44e-9	1.44e-9	0	0	0	0	0	0	0	0	97345000	239	0.0438	0.1276	0.0615	0.1431	0.078	0.1238	0.2555	0.1911	0.1398	5.897	2.724	8.573	1.085	1	1	0.336	2.976190476	0.883	1.162	0.860585198	89734.247	112935.54	0.794561632	41771
Chromosome_2_RagTag	108440000	108450000	13.8969697	3.57e-9	3.57e-9	0	0	0	0	0	0	0	0	108445000	415	0.1055	0.2187	0.1605	0.2058	0.2017	0.1981	0.1215	0.2017	0.0223	2.119	2.419	7.559	1.835	1.511	0.661813369	0.276	3.623188406	0.896	1.935	0.516795866	97605.345	192581.866	0.506825212	42691
Chromosome_2_RagTag	115640000	115650000	14.0430303	4.67e-9	4.67e-9	0	0	0	0	0	0	0	0	115645000	348	0.0834	0.1408	0.1143	0.1599	0.1343	0.1382	0.1794	0.15	0.0406	2.139	1.861	4.796	0.843	0.909	1.100110011	0.566	1.766784452	1.087	0.871	1.148105626	189833.576	149569.96	1.269195873	43411
Chromosome_21_RagTag	360000	370000	13.86848485	1.91e-9	1.91e-9	0	0	0	0	0	0	0.1	1	365000	110	0.16	0.085	0.0818	0.1805	0.1746	0.27	0.1953	0.1889	0.5299	14.027	8.739	3.289	1.015	0.573	1.745200698	0.93	1.075268817	0.897	1.673	0.597728631	55428.714	97573.948	0.568068784	45407
Chromosome_21_RagTag	480000	490000	13.84636364	5.18e-9	5.18e-9	0	0	0	0	0	0	0	0	485000	276	0.1031	0.178	0.097	0.1685	0.1367	0.1731	0.0924	0.1558	0.1191	4.063	7.036	4.656	1.012	0.433	2.309468822	0.729	1.371742112	1.036	1.132	0.883392226	140941.333	152062.538	0.926864268	45419
Chromosome_21_RagTag	490000	500000	13.53909091	4.23e-9	4.23e-9	0	0	0.115	1	0	0	0	0	495000	287	0.0976	0.1577	0.1757	0.1942	0.1981	0.2111	0.211	0.1789	0.1174	5.773	4.375	6.466	0.835	0.883	1.132502831	0.506	1.976284585	0.95	0.999	1.001001001	190664.969	197571.118	0.965044744	45420
Chromosome_23_RagTag	7160000	7170000	14.27212121	1.7e-9	1.7e-9	0	0	0	0	0	0	0	0	7165000	231	0.0613	0.1418	0.0978	0.1361	0.1133	0.1391	0.1484	0.1714	0.0765	2.628	4.177	7.183	1	0.917	1.090512541	0.534	1.872659176	0.991	1	1	103960.706	104873.1	0.991300019	47585
Chromosome_25_RagTag	6650000	6660000	14.38121212	1.3e-9	NA	0	0	0.038	1	0	0	0	0	6655000	62	0.043	0.0638	0.086	0.1868	0.1052	0.1618	0.5617	0.2332	0.364	15.271	4.958	9.337	0.097	1.1	0.909090909	0.316	3.164556962	0.537	1	1	17965.816	33440.5	0.53724723	48825
Chromosome_25_RagTag	6660000	6670000	19.57121212	NA	NA	0	0	0.038	2	0	0	0	0	6665000	70	0.0275	0.0449	0.1058	0.0926	0.1049	0.1717	0.444	0.2112	0.379	15.047	8.425	9.739	0.097	0.917	1.090512541	0.316	3.164556962	0.61	1.008	0.992063492	20407.442	33698.629	0.605586714	48826
Chromosome_25_RagTag	6670000	6680000	14.01969697	NA	NA	0	0	0.038	1	0	0	0	0	6675000	65	0.0605	0.0543	0.0984	0.1787	0.1086	0.1962	0.5201	0.1519	0.4318	15.041	7.063	4.381	0.246	0.448	2.232142857	0.8	1.25	0.829	1.684	0.593824228	11544.087	26107.906	0.442168246	48827
Chromosome_25_RagTag	6680000	6690000	14.55151515	NA	NA	0	0	0.038	3	0	0	0	0	6685000	50	0.0345	0.0138	0.1254	0.132	0.1116	0.2061	0.6959	0.1564	0.4716	15.287	7.844	3.207	0.307	0.461	2.169197397	1	1	1	1	1	10570.421	10570.5	0.999992526	48828
Chromosome_25_RagTag	6720000	6730000	14.28606061	1.06e-9	NA	0	0	0	0	0	0	0	0	6725000	67	0.0369	0.0653	0.105	0.1323	0.0993	0.1417	0.4494	0.1591	0.2447	10.747	2.85	9.143	0.228	1.108	0.902527076	0.127	7.874015748	0.534	1.025	0.975609756	28719.984	55537.657	0.517126317	48830
Chromosome_25_RagTag	6750000	6760000	14.5330303	9.03e-10	NA	0	0	0	0	0	0	0	0	6755000	63	0.0577	0.0823	0.1216	0.1937	0.1392	0.1339	0.4752	0.2099	0.1331	11.335	3.132	11.402	0.316	1.772	0.564334086	0.176	5.681818182	0.782	1.772	0.564334086	26137.65	59253.4	0.441116459	48831
Chromosome_25_RagTag	6810000	6820000	13.40090909	1.05e-9	NA	0	0	0.038	1	0	0	0	0	6815000	66	0.0573	0.0375	0.11	0.2309	0.1403	0.159	0.6653	0.2464	0.3532	15.213	5.561	11.477	0.926	1	1	0.163	6.134969325	0.964	0.926	1.079913607	36618.984	33440.5	1.095048938	48836
Chromosome_25_RagTag	6820000	6830000	13.12	9.84e-10	NA	0	0	0	0	0	0	0	0	6825000	59	0.0407	0.0782	0.0659	0.1209	0.0753	0.1186	0.3465	0.1674	0.247	15.089	8.468	11.777	1	1	1	0.176	5.681818182	0.817	1	1	27322.706	33440.5	0.81705435	48837
Chromosome_25_RagTag	6830000	6840000	13.51818182	9.23e-10	NA	0	0	0	0	0	0	0	0	6835000	63	0.0152	0.0419	0.1252	0.1172	0.1231	0.1188	0.6142	0.2557	0.1661	12.704	7.301	12.923	1	1	1	0.176	5.681818182	1.111	1	1	37162.744	33440.5	1.11130946	48838
Chromosome_26_RagTag	2010000	2020000	14.06212121	2.07e-9	NA	0	0	0	0	0	0	0	0	2015000	108	0.1178	0.1468	0.09	0.1794	0.1427	0.2151	0.1544	0.1603	0.2974	8.056	6.857	5.28	1	0.178	5.617977528	0.721	1.386962552	0.529	1.246	0.802568218	31319.357	73851.704	0.424084419	48892
Chromosome_27_RagTag	6210000	6220000	14.02	1.87e-9	1.87e-9	0	0	0	0	0	0	0	0	6215000	192	0.071	0.1606	0.1302	0.1651	0.1384	0.1718	0.1792	0.1539	0.0847	5.057	3.523	7.261	1.225	1.63	0.613496933	0.736	1.358695652	1.127	1.398	0.715307582	130173.755	146797.788	0.886755562	49969
Chromosome_29_RagTag	1570000	1580000	24.5530303	2.55e-9	2.55e-9	0	0	0.152	2	0	0	0	0	1575000	104	0.051	0.056	0.108	0.1599	0.1323	0.1226	0.5048	0.2415	0.1926	11.334	5.327	8.307	0.56	0.474	2.109704641	0.315	3.174603175	1.269	1	1	83071.475	67302.648	1.234297275	50610
Chromosome_29_RagTag	2480000	2490000	13.69939394	4.5e-9	4.5e-9	0	0	0	0	0	0	0	0	2485000	240	0.0667	0.1412	0.1137	0.1579	0.1284	0.1416	0.2101	0.1708	0.0536	4.208	3.399	8.286	0.865	0.925	1.081081081	0.032	31.25	0.88	1.014	0.986193294	163085.117	186603.046	0.87396814	50700
Chromosome_29_RagTag	2520000	2530000	12.99606061	3.87e-9	3.87e-9	0	0	0	0	0	0	0	0	2525000	236	0.0697	0.1749	0.0734	0.1648	0.102	0.17	0.1513	0.1759	0.1639	5.754	8.361	5.202	2.701	0.791	1.264222503	0.6	1.666666667	0.85	3.934	0.254194204	92136.377	240393.369	0.383273371	50704
Chromosome_29_RagTag	2620000	2630000	12.87939394	1.83e-9	1.83e-9	0	0	0	1	0	0	0	1	2625000	192	0.1512	0.1081	0.1258	0.2287	0.1938	0.1815	0.2815	0.1688	0.2154	8.455	6.813	6.636	0.563	0.733	1.36425648	1.079	0.926784059	0.968	0.978	1.022494888	198433.214	202408.582	0.980359687	50714
Chromosome_3_RagTag	2770000	2780000	13.96515152	5.67e-9	5.67e-9	0	0	0	0	0	0	0	0	2775000	292	0.0739	0.1667	0.1194	0.1524	0.1318	0.1523	0.1205	0.1508	0.0321	3.366	2.429	4.531	1.23	0.771	1.297016861	0.854	1.170960187	0.998	1.146	0.872600349	142184.626	143053.955	0.993923069	51014
Chromosome_3_RagTag	12580000	12590000	14.23333333	1.58e-9	1.58e-9	0	0	0	0	0	0	0	0	12585000	140	0.0703	0.158	0.1646	0.1716	0.164	0.1759	0.2051	0.1592	0.0435	4.042	1.606	6.65	0.723	1.008	0.992063492	0.104	9.615384615	0.931	0.926	1.079913607	94090.043	93252.202	1.008984678	51983
Chromosome_3_RagTag	12650000	12660000	14.28848485	2.24e-9	2.24e-9	0	0	0	0	0	0	0	0	12655000	160	0.0413	0.1121	0.1638	0.1032	0.1462	0.1793	0.1504	0.1654	0.1281	5.052	5.953	9.11	0.458	1.495	0.668896321	0.137	7.299270073	1.477	1.485	0.673400673	128974.508	129430.705	0.996475357	51990
Chromosome_3_RagTag	17120000	17130000	14.2369697	3.16e-10	3.16e-10	0	0	0	0	0	0	0	0	17125000	108	0.072	0.0734	0.0741	0.111	0.1021	0.0815	0.2131	0.1664	0.0506	11.277	3.962	6.402	1	1	1	0.318	3.144654088	1	1	1	59253.4	59253.4	1	52337
Chromosome_3_RagTag	19480000	19490000	16.55939394	2.45e-9	2.45e-9	0	0	0	0	0	0	0	0	19485000	190	0.0767	0.104	0.1493	0.1593	0.1598	0.1375	0.2814	0.1665	0.0403	2.235	2.133	5.793	1.13	0.815	1.226993865	0.35	2.857142857	0.966	0.964	1.037344398	292209.456	244720.91	1.194051853	52573
Chromosome_3_RagTag	21670000	21680000	13.56545455	1.52e-9	1.52e-9	0	0	0	0	0	0	0	0	21675000	315	0.0991	0.1394	0.1068	0.1432	0.1506	0.159	0.0934	0.1879	0.1298	3.559	4.622	4.723	0.742	0.667	1.499250375	0.383	2.610966057	0.991	1.28	0.78125	173335.764	215420.214	0.8046402	52792
Chromosome_3_RagTag	23580000	23590000	13.62969697	1.83e-9	1.83e-9	0	0	0	0	0	0	0	0	23585000	234	0.0507	0.1351	0.1547	0.1904	0.1556	0.1525	0.3498	0.1952	0.0256	3.732	1.993	6.912	1.006	1.149	0.870322019	0.188	5.319148936	0.942	1.131	0.884173298	108904.32	131479.152	0.828301053	52983
Chromosome_3_RagTag	23690000	23700000	14.1830303	8.88e-10	8.88e-10	0	0	0	0	0	0	0	0	23695000	228	0.0778	0.1406	0.138	0.1382	0.161	0.1456	0.1198	0.1926	0.0224	1.865	4.44	4.568	0.973	0.27	3.703703704	0.83	1.204819277	1	0.619	1.615508885	185497.5	114833.301	1.6153633	52994
Chromosome_3_RagTag	23710000	23720000	14.13878788	3.86e-10	3.86e-10	0	0	0	0	0	0	0	0	23715000	284	0.1438	0.1753	0.1525	0.2043	0.2047	0.1741	0.1257	0.1606	0.0306	2.437	3.815	5.176	1	0.826	1.210653753	0.538	1.858736059	1.129	0.9	1.111111111	232574.722	181466.28	1.281641537	52996
Chromosome_3_RagTag	23720000	23730000	13.75272727	3.86e-10	3.86e-10	0	0	0	0	0	0	0	0	23725000	227	0.1808	0.2362	0.1719	0.251	0.2471	0.2256	0.0947	0.1682	0.0514	2.411	2.612	5.278	1.508	0.934	1.070663812	0.65	1.538461538	0.93	0.999	1.001001001	132166.099	132772.296	0.995434311	52997
Chromosome_3_RagTag	24720000	24730000	14.02787879	1.26e-9	1.26e-9	0	0	0	0	0	0	0	0	24725000	256	0.0639	0.1849	0.1514	0.1519	0.1607	0.1784	0.102	0.1903	0.03	2.265	3.945	7.335	0.976	1.054	0.948766603	0.413	2.421307506	0.978	1.054	0.948766603	99398.736	104873.1	0.947800113	53097
Chromosome_3_RagTag	24730000	24740000	14.03515152	1.09e-9	1.09e-9	0	0	0	0	0	0	0	0	24735000	230	0.044	0.1009	0.0791	0.1084	0.0961	0.094	0.2033	0.2142	0.0223	1.741	3.842	6.945	1	1	1	0.608	1.644736842	1	1	1	104873.1	104873.1	1	53098
Chromosome_3_RagTag	29880000	29890000	14.16939394	1.47e-9	1.47e-9	0	0	0	0	0	0	0	0	29885000	306	0.0822	0.1634	0.1466	0.1557	0.1606	0.1738	0.121	0.1637	0.058	3.038	3.883	5.284	1.276	0.545	1.834862385	0.803	1.245330012	1.014	1.069	0.935453695	152509.174	167950.305	0.90806131	53613
Chromosome_3_RagTag	30770000	30780000	13.13606061	1.85e-9	1.85e-9	0	0	0	0	0	0	0	0	30775000	253	0.1349	0.1511	0.1174	0.1733	0.1708	0.1448	0.0981	0.1524	0.0386	2.386	2.538	3.677	0.871	0.9	1.111111111	1.155	0.865800866	1.215	0.957	1.044932079	238959.385	198413.172	1.204352426	53702
Chromosome_3_RagTag	34780000	34790000	13.85606061	2.78e-9	2.78e-9	0	0	0	0	0	0	0	0	34785000	282	0.1082	0.1799	0.0931	0.1787	0.1824	0.1702	0.1098	0.292	0.1146	2.131	5.269	6.055	1.018	0.334	2.994011976	0.434	2.304147465	1.405	0.945	1.058201058	243154.451	157569.662	1.543155249	54103
Chromosome_3_RagTag	36680000	36690000	14.27969697	2.15e-9	2.15e-9	0	0	0	0	0	0	0	0	36685000	230	0.0242	0.1174	0.1325	0.175	0.1273	0.138	0.4303	0.2237	0.0494	3.078	1.769	11.376	1.465	1.112	0.899280576	0.032	31.25	0.499	1.079	0.926784059	67870.129	113411.975	0.598438824	54293
Chromosome_3_RagTag	36690000	36700000	14.12606061	3.74e-9	3.74e-9	0	0	0	0	0	0	0	0	36695000	258	0.0181	0.1333	0.1101	0.1364	0.1128	0.1243	0.2912	0.2584	0.0107	2.995	2.31	12.046	0.924	0.959	1.042752868	0.033	30.3030303	1.107	0.95	1.052631579	112786.434	96986.79	1.162905113	54294
Chromosome_3_RagTag	36700000	36710000	14.02424242	5.3300000000000004e-09	5.3300000000000004e-09	0	0	0	0	0	0	0	0	36705000	262	0.0276	0.1605	0.1513	0.1787	0.166	0.157	0.3157	0.2831	0.0035	2.949	2.393	12.418	0.932	0.959	1.042752868	0.042	23.80952381	2.522	0.957	1.044932079	189702.277	122978.577	1.542563604	54295
Chromosome_3_RagTag	36710000	36720000	14.16060606	5.3300000000000004e-09	5.3300000000000004e-09	0	0	0	0	0	0	0	0	36715000	236	0.0332	0.1289	0.1675	0.2002	0.1785	0.1575	0.43	0.2646	0.0301	3.997	2.087	10.662	0.548	0.791	1.264222503	0.024	41.66666667	1.581	0.693	1.443001443	228619.163	104252.609	2.192934692	54296
Chromosome_3_RagTag	36720000	36730000	13.60818182	5.3300000000000004e-09	5.3300000000000004e-09	0	0	0	0	0	0	0	0	36725000	311	0.0683	0.2004	0.1933	0.2009	0.1966	0.2166	0.2026	0.1923	0.0482	3.185	3.035	8.967	0.837	0.761	1.314060447	0.046	21.73913043	1.018	0.921	1.08577633	282056.134	254211.446	1.109533573	54297
Chromosome_3_RagTag	38510000	38520000	13.81969697	1.84e-9	1.84e-9	0	0	0	0	0	0	0	0	38515000	301	0.1067	0.153	0.1343	0.1884	0.1764	0.1618	0.1878	0.1868	0.0601	4.48	5.701	5.106	0.923	0.476	2.100840336	1.249	0.800640512	1.335	0.913	1.095290252	174377.64	124222.956	1.403747307	54476
Chromosome_3_RagTag	38750000	38760000	13.99151515	6.04e-10	6.04e-10	0	0	0	0	0	0	0	0	38755000	285	0.1346	0.1599	0.0545	0.166	0.1305	0.1441	0.0612	0.1685	0.1559	2.62	7.01	3.552	1.753	0.542	1.84501845	1.642	0.609013398	0.646	1.426	0.701262272	59253.4	150149.152	0.394630267	54500
Chromosome_3_RagTag	39390000	39400000	13.76909091	1.49e-9	1.49e-9	0	0	0	0	0	0	0	0	39395000	265	0.0746	0.1458	0.0952	0.1386	0.1151	0.1305	0.1167	0.1496	0.0413	2.077	3.206	7.098	1.092	0.839	1.191895113	0.181	5.524861878	0.793	1.023	0.977517107	141630.515	178241.304	0.794599859	54564
Chromosome_3_RagTag	39500000	39510000	13.92090909	3e-9	3e-9	0	0	0	0	0	0	0	0	39505000	268	0.0558	0.1649	0.0988	0.1518	0.1148	0.1425	0.1616	0.1907	0.0402	3.156	3.021	8.367	0.961	0.908	1.101321586	0.202	4.95049505	1.275	0.943	1.060445387	161124.549	106485.588	1.513111324	54575
Chromosome_3_RagTag	39510000	39520000	13.84575758	3e-9	3e-9	0	0	0	0	0	0	0	0	39515000	280	0.0321	0.1736	0.1332	0.1462	0.1414	0.1727	0.1774	0.2486	0.0605	3.021	5.484	13.184	1.159	0.805	1.242236025	0.074	13.51351351	1.003	1.116	0.896057348	211013.787	217950.646	0.96817234	54576
Chromosome_3_RagTag	47030000	47040000	13.48272727	2.02e-9	2.02e-9	0	0	0	0	0	0	0	0	47035000	225	0.1219	0.1578	0.1434	0.1869	0.1906	0.1543	0.1471	0.1786	0.0121	2.375	3.238	5.648	0.893	1.036	0.965250965	1.897	0.527148129	2.901	1.026	0.974658869	193609.07	78858.512	2.455144855	55328
Chromosome_3_RagTag	48710000	48720000	14.03939394	9.25e-10	9.25e-10	0	0	0	0	0	0	0	0	48715000	344	0.0604	0.1959	0.1781	0.259	0.2084	0.197	0.3438	0.261	0.0265	4.344	4.311	6.811	1.1	0.715	1.398601399	0.221	4.524886878	0.462	1.1	0.909090909	79495.412	185497.5	0.428552471	55496
Chromosome_3_RagTag	52380000	52390000	13.35545455	1.71e-9	1.71e-9	0	0	0	0	0	0	0	0	52385000	259	0.0803	0.1779	0.1246	0.1706	0.1411	0.1697	0.1417	0.1558	0.059	3.135	3.43	7.131	0.848	0.817	1.223990208	0.014	71.42857143	0.969	0.96	1.041666667	136142.512	131291.554	1.036947982	55863
Chromosome_3_RagTag	52620000	52630000	13.67454545	1.4e-9	1.4e-9	0	0	0	0	0	0	0	0	52625000	246	0.0804	0.1548	0.0794	0.1207	0.111	0.1465	0.0133	0.1636	0.1163	1.954	6.351	3.164	1.338	0.39	2.564102564	1.133	0.882612533	0.869	1.323	0.755857899	101424.465	142634.822	0.711077867	55887
Chromosome_3_RagTag	52760000	52770000	14.03606061	9.26e-10	9.26e-10	0	0	0	0	0	0	0	0	52765000	285	0.075	0.1975	0.1754	0.2036	0.2091	0.214	0.2022	0.2425	0.0696	3.182	3.269	7.365	0.985	1.061	0.942507069	0.705	1.418439716	1	1.061	0.942507069	241068.21	252467.33	0.954849128	55901
Chromosome_3_RagTag	55200000	55210000	13.80575758	1.83e-9	1.83e-9	0	0	0	0	0	0	0	0	55205000	212	0.0775	0.1624	0.1673	0.2222	0.168	0.1798	0.3042	0.1515	0.0434	3.854	1.934	5.871	0.59	0.989	1.011122346	0.744	1.344086022	0.952	0.963	1.038421599	190615.126	192764.866	0.988847864	56145
Chromosome_3_RagTag	58970000	58980000	13.33181818	3.85e-9	3.85e-9	0	0	0	0	0	0	0	0	58975000	323	0.1998	0.2303	0.0682	0.2241	0.2037	0.2432	0.0212	0.2182	0.2538	3.583	6.436	3.556	3.148	0.448	2.232142857	2.556	0.391236307	0.965	1.15	0.869565217	114107.856	120498.394	0.946965783	56522
Chromosome_3_RagTag	66260000	66270000	14.3969697	3.61e-9	3.61e-9	0	0	0	0	0	0	0	0	66265000	285	0.0845	0.1356	0.1237	0.1404	0.1463	0.143	0.1237	0.166	0.0493	2.871	3.998	6.252	0.9	0.708	1.412429379	0.359	2.78551532	1.117	1.03	0.970873786	178378.618	170160.177	1.048298263	57251
Chromosome_3_RagTag	66650000	66660000	13.42727273	9.79e-10	9.79e-10	0	0	0	0	0	0	0	0	66655000	216	0.116	0.1502	0.1288	0.1517	0.1836	0.1581	0.0667	0.1997	0.0634	2.418	4.184	4.398	1.323	0.891	1.122334456	1.153	0.867302689	1.17	0.935	1.069518717	163376.524	126641.688	1.290069065	57290
Chromosome_3_RagTag	72380000	72390000	13.80242424	2.47e-9	2.47e-9	0	0	0	0	0	0	0	0	72385000	284	0.078	0.1579	0.1265	0.136	0.1396	0.1553	0.0727	0.1513	0.0449	4.013	3.293	4.391	1.274	0.758	1.319261214	0.275	3.636363636	0.707	1.663	0.60132291	101183.772	199863.716	0.506263838	57863
Chromosome_3_RagTag	76400000	76410000	13.85757576	6.82e-10	6.82e-10	0	0	0	0	0	0	0	0	76405000	241	0.053900000000000003	0.1712	0.1665	0.1731	0.1559	0.1782	0.2161	0.1635	0.027	2.683	3.155	5.222	1.369	1.077	0.928505107	0.635	1.57480315	0.948	1.376	0.726744186	162922.668	232518.87	0.70068579	58265
Chromosome_3_RagTag	83190000	83200000	14.08909091	1.69e-9	1.69e-9	0	0	0	0	0	0	0	0	83195000	203	0.1163	0.1865	0.1366	0.2016	0.1871	0.1776	0.1455	0.1928	0.0485	4.4	3.81	5.663	1.692	0.501	1.996007984	1.531	0.653167864	1.012	0.892	1.121076233	188251.987	140049.624	1.344180596	58944
Chromosome_3_RagTag	83200000	83210000	13.58454545	1.69e-9	1.69e-9	0	0	0	0	0	0	0	0	83205000	245	0.0686	0.1528	0.0957	0.1557	0.1304	0.1379	0.1726	0.2241	0.0537	2.776	4.088	7.104	1.362	0.819	1.221001221	0.498	2.008032129	1.411	1.331	0.751314801	192751.406	162109.278	1.189021433	58945
Chromosome_3_RagTag	87770000	87780000	13.72272727	1.05e-9	1.05e-9	0	0	0	0	0	0	0	0	87775000	213	0.0817	0.1457	0.0964	0.1439	0.128	0.1357	0.1198	0.1787	0.059	2.326	4.024	7.028	1.174	0.678	1.474926254	0.137	7.299270073	0.856	0.961	1.040582726	147030.335	157278.967	0.934837873	59402
Chromosome_3_RagTag	98020000	98030000	18.34575758	2.06e-9	2.06e-9	0	0	0	0	0	0	0	0	98025000	150	0.0926	0.1215	0.1039	0.167	0.1355	0.1324	0.2233	0.1591	0.0817	3.667	5.2	5.986	0.916	0.86	1.162790698	0.567	1.76366843	0.961	0.921	1.08577633	177435.06	169372.62	1.047601791	60427
Chromosome_3_RagTag	103390000	103400000	13.48787879	6.97e-10	6.97e-10	0	0	0	0	0	0	0	0	103395000	278	0.1202	0.1734	0.1316	0.1801	0.1805	0.1739	0.1042	0.178	0.0669	2.752	6.073	4.406	0.914	0.46	2.173913043	0.928	1.077586207	1.176	0.799	1.251564456	171791.352	116160.516	1.478913472	60964
Chromosome_3_RagTag	116360000	116370000	13.68636364	4.53e-9	4.53e-9	0	0	0	0	0	0	0	0	116365000	285	0.066	0.1795	0.1547	0.1852	0.1523	0.1894	0.207	0.1535	0.0634	3.624	2.796	8.289	1.526	1.059	0.944287063	0.063	15.87301587	0.934	1.253	0.798084597	115397.451	146192.038	0.789355238	62196
Chromosome_30_RagTag	820000	830000	10.36151515	5.52e-9	5.52e-9	0	0	0	0	0	0	0	0	825000	158	0.0781	0.1136	0.102	0.1502	0.1227	0.1233	0.2254	0.1523	0.068	4.182	2.15	6.001	1.473	0.89	1.123595506	0.557	1.795332136	0.704	1.261	0.793021412	37054.306	68655.671	0.53971224	62361
Chromosome_4_RagTag	31490000	31500000	13.89939394	5.18e-10	5.18e-10	0	0	0	0	0	0	0	0	31495000	189	0.1057	0.1284	0.0863	0.1753	0.1527	0.1309	0.2035	0.231	0.1015	3.337	7.638	5.771	1.616	0.22	4.545454545	0.657	1.522070015	0.943	1.263	0.791765637	101223.524	134704.128	0.751450794	65741
Chromosome_4_RagTag	32000000	32010000	14.2330303	1.3e-9	1.3e-9	0	0	0	0	0	0	0	0	32005000	230	0.1637	0.2447	0.1489	0.2377	0.2211	0.2285	0.0776	0.1733	0.0772	2.805	3.226	5.504	1.268	0.867	1.153402537	0.268	3.731343284	1.2	1.202	0.831946755	169708.813	150829.008	1.125173567	65792
Chromosome_4_RagTag	33570000	33580000	14.10848485	9.25e-10	9.25e-10	0	0	0	0	0	0	0	0	33575000	258	0.0482	0.1309	0.086	0.1091	0.0943	0.1229	0.1006	0.1645	0.0643	2.55	5.173	4.887	1.391	0.642	1.557632399	0.735	1.360544218	0.965	0.916	1.091703057	136454.363	125516.994	1.087138551	65949
Chromosome_4_RagTag	33580000	33590000	13.62515152	1.42e-9	1.42e-9	0	0	0	0	0	0	0	0	33585000	190	0.0758	0.1268	0.0829	0.1212	0.116	0.1177	0.0917	0.1875	0.0598	2.045	5.421	5.874	1.395	0.493	2.028397566	0.649	1.540832049	1	1.075	0.930232558	159654.736	145991.544	1.093588927	65950
Chromosome_4_RagTag	37030000	37040000	13.88545455	1.37e-9	1.37e-9	0	0	0	0	0	0	0	0	37035000	206	0.1201	0.1127	0.0941	0.1636	0.1605	0.1076	0.1721	0.203	0.0206	2.06	3.573	5.881	1.054	1.115	0.896860987	0.794	1.259445844	1.354	1.131	0.884173298	141960.324	118579.248	1.197176794	66294
Chromosome_4_RagTag	38100000	38110000	13.27969697	1.08e-9	1.08e-9	0	0	0	0	0	0	0	0	38105000	277	0.1193	0.2011	0.1752	0.1896	0.2045	0.2046	0.0861	0.1602	0.0425	2.26	4.402	5.4	1.363	1.075	0.930232558	1.078	0.927643785	1.076	1.275	0.784313725	226212.666	268021.376	0.844009793	66401
Chromosome_4_RagTag	40180000	40190000	14.20151515	1.92e-9	1.92e-9	0	0	0	0	0	0	0	0	40185000	168	0.055	0.163	0.1573	0.1456	0.176	0.171	0.1469	0.2373	0.0329	2.471	4.358	10.297	0.791	0.528	1.893939394	0.127	7.874015748	1.115	0.607	1.647446458	170985.108	80895.6	2.113651521	66609
Chromosome_4_RagTag	40190000	40200000	13.61848485	1.92e-9	1.92e-9	0	0	0	0	0	0	0	0	40195000	239	0.0525	0.1615	0.1154	0.1785	0.1607	0.1535	0.255	0.3044	0.0528	3.249	3.712	11.222	0.991	1.126	0.888099467	0.132	7.575757576	1.283	1.097	0.911577028	207374.75	164403.41	1.261377425	66610
Chromosome_4_RagTag	43440000	43450000	14.49636364	1.02e-9	1.02e-9	0	0	0	0	0	0	0	0	43445000	201	0.0939	0.0938	0.097	0.1354	0.1313	0.1044	0.185	0.1585	0.0451	2.744	5.102	6.365	0.951	0.522	1.915708812	0.256	3.90625	0.887	0.6	1.666666667	129780.752	82519.447	1.572729299	66935
Chromosome_4_RagTag	50910000	50920000	13.71121212	2.56e-9	2.56e-9	0	0	0	0	0	0	0	0	50915000	309	0.1188	0.2398	0.04	0.2272	0.1072	0.2085	0.1205	0.1583	0.2137	3.43	5.498	3.713	3.429	0.893	1.119820829	1.083	0.923361034	0.863	1.591	0.628535512	54607.078	110656.539	0.493482613	67676
Chromosome_4_RagTag	50970000	50980000	14.40393939	9.24e-10	9.24e-10	0	0	0	0	0	0	0	0	50975000	213	0.0441	0.0858	0.1363	0.0783	0.1245	0.123	0.0957	0.1521	0.0497	3.458	3.032	5.498	1	2.066	0.484027106	1	1	1.331	1.906	0.524658972	78869.871	112935.54	0.698361835	67682
Chromosome_4_RagTag	51430000	51440000	14.07121212	1.19e-9	1.19e-9	0	0	0	0	0	0	0	0	51435000	277	0.1408	0.1529	0.2581	0.3653	0.2764	0.2506	0.4327	0.1574	0.0965	5.884	1.962	7.72	0.371	0.971	1.029866117	0.068	14.70588235	0.625	0.957	1.044932079	197819.424	301212.892	0.656742886	67728
